trial,card,demanded_criterion,selected_criterion,feedback,total_streaks
1,"[1, 2, 3, 1]",0,1,False,
2,"[1, 3, 2, 2]",0,3,False,
3,"[1, 3, 1, 3]",0,0,True,
4,"[3, 2, 2, 2]",0,0,True,
5,"[1, 3, 1, 2]",0,0,True,
6,"[2, 3, 2, 1]",0,0,True,
7,"[2, 1, 1, 3]",0,0,True,
8,"[2, 1, 2, 1]",0,0,True,
9,"[3, 2, 1, 2]",0,0,True,
10,"[2, 1, 1, 1]",0,0,True,
11,"[2, 3, 3, 2]",0,0,True,
12,"[1, 3, 3, 1]",0,0,True,1.0
13,"[1, 2, 1, 2]",3,0,False,
14,"[1, 3, 2, 3]",3,0,False,
15,"[1, 1, 1, 2]",3,0,False,
16,"[3, 3, 1, 1]",3,0,False,
17,"[3, 1, 2, 3]",3,0,True,
18,"[1, 1, 2, 1]",3,0,True,
19,"[2, 2, 3, 1]",3,0,False,
20,"[2, 3, 2, 2]",3,0,True,
21,"[3, 3, 3, 1]",3,0,False,
22,"[2, 1, 2, 3]",3,3,True,
23,"[1, 1, 3, 2]",3,3,True,
24,"[3, 2, 2, 1]",3,3,True,
25,"[2, 3, 1, 3]",3,3,True,
26,"[3, 1, 1, 3]",3,3,True,
27,"[2, 2, 3, 2]",3,3,True,
28,"[3, 2, 2, 3]",3,3,True,
29,"[2, 1, 1, 2]",3,3,True,
30,"[3, 1, 2, 2]",3,3,True,
31,"[2, 2, 1, 1]",3,3,True,2.0
32,"[3, 1, 3, 2]",2,3,False,
33,"[3, 1, 3, 1]",2,3,False,
34,"[2, 1, 2, 2]",2,3,True,
35,"[2, 2, 1, 3]",2,3,False,
36,"[2, 1, 3, 3]",2,3,True,
37,"[3, 3, 1, 2]",2,3,False,
38,"[2, 1, 3, 1]",2,3,False,
39,"[2, 3, 3, 3]",2,3,True,
40,"[1, 1, 2, 3]",2,3,False,
41,"[1, 2, 3, 2]",2,3,False,
42,"[1, 3, 3, 3]",2,0,False,
43,"[2, 2, 2, 3]",2,3,False,
44,"[3, 1, 3, 3]",2,0,True,
45,"[3, 2, 3, 1]",2,0,True,
46,"[3, 2, 1, 3]",2,0,False,
47,"[3, 1, 1, 1]",2,0,False,
48,"[3, 1, 1, 2]",2,0,False,
49,"[3, 2, 1, 1]",2,3,True,
50,"[1, 3, 1, 1]",2,3,True,
51,"[1, 2, 2, 1]",2,3,False,
52,"[1, 2, 2, 3]",2,3,False,
53,"[1, 1, 1, 3]",2,3,False,
54,"[2, 2, 1, 2]",2,0,False,
55,"[1, 3, 3, 2]",2,0,False,
56,"[1, 3, 2, 1]",2,3,False,
57,"[1, 2, 1, 3]",2,2,True,
58,"[2, 3, 1, 1]",2,2,True,
59,"[3, 3, 2, 1]",2,2,True,
60,"[2, 2, 2, 1]",2,2,True,
61,"[3, 3, 3, 2]",2,2,True,
62,"[3, 2, 3, 3]",2,2,True,
63,"[1, 1, 3, 1]",2,2,True,
64,"[2, 3, 3, 1]",2,2,True,
65,"[3, 3, 2, 2]",2,2,True,
66,"[1, 1, 3, 3]",2,2,True,3.0
67,"[3, 3, 2, 3]",1,2,False,
68,"[3, 1, 2, 1]",1,2,False,
69,"[1, 1, 2, 2]",1,2,False,
70,"[3, 2, 3, 2]",1,2,False,
71,"[1, 2, 1, 1]",1,2,False,
72,"[1, 2, 3, 3]",1,2,False,
73,"[2, 1, 3, 2]",1,2,False,
74,"[2, 3, 1, 2]",1,0,False,
75,"[1, 2, 2, 2]",1,2,True,
76,"[3, 3, 1, 3]",1,2,False,
77,"[2, 3, 2, 3]",1,2,False,
78,"[2, 2, 3, 3]",1,2,False,
79,"[1, 2, 3, 1]",1,0,False,
80,"[1, 3, 2, 2]",1,2,False,
81,"[1, 3, 1, 3]",1,0,False,
82,"[3, 2, 2, 2]",1,0,False,
83,"[1, 3, 1, 2]",1,2,False,
84,"[2, 3, 2, 1]",1,3,False,
85,"[2, 1, 1, 3]",1,2,True,
86,"[2, 1, 2, 1]",1,2,False,
87,"[3, 2, 1, 2]",1,1,True,
88,"[2, 1, 1, 1]",1,1,True,
89,"[2, 3, 3, 2]",1,1,True,
90,"[1, 3, 3, 1]",1,1,True,
91,"[1, 2, 1, 2]",1,1,True,
92,"[1, 3, 2, 3]",1,1,True,
93,"[1, 1, 1, 2]",1,1,True,
94,"[3, 3, 1, 1]",1,1,True,
95,"[3, 1, 2, 3]",1,1,True,
96,"[1, 1, 2, 1]",1,1,True,4.0
97,"[2, 2, 3, 1]",0,1,True,
98,"[2, 3, 2, 2]",0,1,False,
99,"[3, 3, 3, 1]",0,1,True,
100,"[2, 1, 2, 3]",0,1,False,
101,"[1, 1, 3, 2]",0,1,True,
102,"[3, 2, 2, 1]",0,1,False,
103,"[2, 3, 1, 3]",0,1,False,
104,"[3, 1, 1, 3]",0,1,False,
105,"[2, 2, 3, 2]",0,1,True,
106,"[3, 2, 2, 3]",0,1,False,
107,"[2, 1, 1, 2]",0,1,False,
108,"[3, 1, 2, 2]",0,1,False,
109,"[2, 2, 1, 1]",0,3,False,
110,"[3, 1, 3, 2]",0,1,False,
111,"[3, 1, 3, 1]",0,3,False,
112,"[2, 1, 2, 2]",0,3,True,
113,"[2, 2, 1, 3]",0,3,False,
