trial,card,demanded_criterion,selected_criterion,feedback,total_streaks
1,"[3, 1, 3, 2]",3,1,False,
2,"[2, 2, 3, 2]",3,2,False,
3,"[3, 3, 2, 2]",3,0,False,
4,"[1, 3, 3, 2]",3,3,True,
5,"[2, 1, 3, 2]",3,3,True,
6,"[2, 2, 1, 3]",3,3,True,
7,"[3, 2, 2, 1]",3,3,True,
8,"[3, 1, 2, 2]",3,3,True,
9,"[1, 1, 2, 3]",3,3,True,
10,"[1, 2, 2, 1]",3,3,True,
11,"[3, 2, 1, 2]",3,3,True,
12,"[2, 3, 1, 2]",3,3,True,
13,"[2, 3, 3, 2]",3,3,True,1.0
14,"[3, 3, 1, 2]",0,3,False,
15,"[1, 1, 3, 2]",0,3,False,
16,"[1, 2, 3, 2]",0,3,False,
17,"[3, 2, 1, 3]",0,3,True,
18,"[2, 3, 3, 1]",0,3,False,
19,"[1, 1, 2, 1]",0,3,True,
20,"[3, 3, 1, 1]",0,3,False,
21,"[1, 3, 1, 2]",0,3,False,
22,"[2, 1, 2, 3]",0,3,False,
23,"[1, 2, 3, 3]",0,0,True,
24,"[2, 1, 3, 3]",0,0,True,
25,"[1, 1, 3, 1]",0,0,True,
26,"[2, 2, 3, 1]",0,0,True,
27,"[2, 1, 1, 2]",0,0,True,
28,"[1, 2, 3, 1]",0,0,True,
29,"[1, 2, 2, 2]",0,0,True,
30,"[3, 3, 2, 1]",0,0,True,
31,"[1, 1, 1, 2]",0,0,True,
32,"[2, 1, 3, 1]",0,0,True,2.0
33,"[2, 3, 3, 3]",1,0,False,
34,"[2, 1, 2, 2]",1,0,False,
35,"[3, 2, 1, 1]",1,0,False,
36,"[3, 3, 2, 3]",1,0,True,
37,"[3, 1, 1, 3]",1,0,False,
38,"[1, 2, 1, 3]",1,0,False,
39,"[2, 3, 2, 3]",1,0,False,
40,"[3, 1, 1, 2]",1,0,False,
41,"[3, 3, 3, 1]",1,0,True,
42,"[2, 2, 2, 1]",1,0,True,
43,"[3, 2, 3, 3]",1,0,False,
44,"[2, 2, 1, 1]",1,1,True,
45,"[2, 3, 1, 3]",1,1,True,
46,"[2, 1, 1, 3]",1,1,True,
47,"[2, 3, 2, 1]",1,1,True,
48,"[2, 1, 2, 1]",1,1,True,
49,"[1, 3, 2, 1]",1,1,True,
50,"[3, 1, 3, 3]",1,1,True,
51,"[1, 3, 1, 3]",1,1,True,
52,"[3, 1, 2, 3]",1,1,True,
53,"[1, 3, 3, 1]",1,1,True,3.0
54,"[1, 3, 3, 3]",2,1,True,
55,"[3, 3, 3, 2]",2,1,True,
56,"[2, 1, 1, 1]",2,1,True,
57,"[1, 3, 1, 1]",2,1,False,
58,"[1, 2, 1, 2]",2,1,False,
59,"[1, 3, 2, 3]",2,1,False,
60,"[1, 3, 2, 2]",2,1,False,
61,"[2, 2, 3, 3]",2,1,False,
62,"[3, 2, 3, 1]",2,1,False,
63,"[3, 1, 1, 1]",2,1,True,
64,"[1, 1, 2, 2]",2,1,False,
65,"[1, 1, 3, 3]",2,1,False,
66,"[3, 2, 3, 2]",2,1,False,
67,"[1, 2, 1, 1]",2,0,True,
68,"[3, 1, 3, 1]",2,0,True,
69,"[2, 3, 2, 2]",2,0,True,
70,"[2, 2, 1, 2]",2,0,False,
71,"[3, 2, 2, 2]",2,0,False,
72,"[1, 1, 1, 3]",2,0,True,
73,"[1, 2, 2, 3]",2,0,False,
74,"[3, 3, 1, 3]",2,0,False,
75,"[2, 3, 1, 1]",2,0,False,
76,"[2, 2, 2, 3]",2,0,True,
77,"[3, 1, 2, 1]",2,0,False,
78,"[3, 2, 2, 3]",2,1,True,
79,"[3, 1, 3, 2]",2,1,False,
80,"[2, 2, 3, 2]",2,1,False,
81,"[3, 3, 2, 2]",2,2,True,
82,"[1, 3, 3, 2]",2,2,True,
83,"[2, 1, 3, 2]",2,2,True,
84,"[2, 2, 1, 3]",2,2,True,
85,"[3, 2, 2, 1]",2,2,True,
86,"[3, 1, 2, 2]",2,2,True,
87,"[1, 1, 2, 3]",2,2,True,
88,"[1, 2, 2, 1]",2,2,True,
89,"[3, 2, 1, 2]",2,2,True,
90,"[2, 3, 1, 2]",2,2,True,4.0
91,"[2, 3, 3, 2]",3,2,False,
92,"[3, 3, 1, 2]",3,2,False,
93,"[1, 1, 3, 2]",3,2,False,
94,"[1, 2, 3, 2]",3,2,False,
95,"[3, 2, 1, 3]",3,2,False,
96,"[2, 3, 3, 1]",3,2,False,
97,"[1, 1, 2, 1]",3,2,False,
98,"[3, 3, 1, 1]",3,2,True,
99,"[1, 3, 1, 2]",3,2,False,
100,"[2, 1, 2, 3]",3,3,True,
101,"[1, 2, 3, 3]",3,3,True,
102,"[2, 1, 3, 3]",3,3,True,
103,"[1, 1, 3, 1]",3,3,True,
104,"[2, 2, 3, 1]",3,3,True,
105,"[2, 1, 1, 2]",3,3,True,
106,"[1, 2, 3, 1]",3,3,True,
107,"[1, 2, 2, 2]",3,3,True,
108,"[3, 3, 2, 1]",3,3,True,
109,"[1, 1, 1, 2]",3,3,True,5.0
