trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[1, 2, 2, 1]",2,1,False,
2,"[2, 1, 3, 3]",2,3,True,
3,"[3, 3, 1, 3]",2,3,False,
4,"[1, 2, 2, 2]",2,2,True,
5,"[1, 1, 1, 2]",2,1,True,
6,"[2, 1, 2, 1]",2,2,True,
7,"[1, 3, 2, 2]",2,2,True,
8,"[1, 2, 1, 1]",2,1,True,
9,"[3, 1, 2, 3]",2,2,True,
10,"[3, 1, 3, 2]",2,3,True,
11,"[2, 1, 2, 3]",2,2,True,
12,"[3, 2, 3, 1]",2,3,True,
13,"[1, 1, 3, 3]",2,3,True,1.0
14,"[3, 1, 2, 1]",1,2,False,
15,"[2, 2, 3, 2]",1,3,False,
16,"[2, 1, 1, 3]",1,1,True,
17,"[1, 2, 2, 3]",1,2,True,
18,"[1, 1, 1, 3]",1,1,True,
19,"[3, 2, 1, 3]",1,1,False,
20,"[3, 1, 3, 1]",1,3,False,
21,"[1, 3, 1, 2]",1,1,False,
22,"[1, 2, 1, 2]",1,1,False,
23,"[3, 2, 3, 2]",1,3,False,
24,"[3, 3, 1, 2]",1,3,True,
25,"[3, 3, 1, 1]",1,3,True,
26,"[2, 3, 2, 2]",1,2,False,
27,"[1, 1, 3, 2]",1,3,False,
28,"[2, 1, 3, 2]",1,1,True,
29,"[1, 3, 1, 1]",1,3,True,
30,"[3, 3, 2, 1]",1,2,False,
31,"[2, 1, 3, 1]",1,1,True,
32,"[2, 1, 1, 2]",1,1,True,
33,"[1, 3, 1, 3]",1,3,True,
34,"[2, 3, 1, 2]",1,3,True,
35,"[3, 2, 2, 3]",1,2,True,
36,"[3, 1, 1, 2]",1,1,True,
37,"[1, 2, 1, 3]",1,3,False,
38,"[2, 3, 3, 1]",1,3,True,
39,"[1, 3, 2, 3]",1,2,False,
40,"[1, 3, 3, 3]",1,3,True,
41,"[1, 2, 3, 1]",1,3,False,
42,"[3, 3, 3, 2]",1,3,True,
43,"[2, 3, 1, 1]",1,2,False,
44,"[3, 1, 2, 2]",1,1,True,
45,"[2, 3, 2, 3]",1,3,True,
46,"[2, 2, 1, 3]",1,2,True,
47,"[1, 3, 3, 2]",1,3,True,
48,"[1, 3, 2, 1]",1,3,True,
49,"[2, 1, 2, 2]",1,1,True,
50,"[3, 3, 3, 1]",1,3,True,
51,"[1, 1, 2, 2]",1,1,True,
52,"[3, 2, 3, 3]",1,2,True,
53,"[2, 3, 2, 1]",1,3,True,2.0
54,"[3, 3, 2, 3]",0,3,True,
55,"[2, 2, 2, 3]",0,2,True,
56,"[1, 1, 3, 1]",0,1,True,
57,"[3, 2, 2, 1]",0,2,False,
58,"[2, 3, 3, 2]",0,3,False,
59,"[3, 1, 1, 1]",0,1,False,
60,"[2, 1, 1, 1]",0,2,True,
61,"[3, 2, 1, 1]",0,3,True,
62,"[1, 3, 3, 1]",0,1,True,
63,"[2, 2, 3, 3]",0,2,True,
64,"[3, 1, 3, 3]",0,3,True,
65,"[3, 1, 1, 3]",0,3,True,
66,"[2, 2, 3, 1]",0,2,True,
67,"[3, 3, 2, 2]",0,3,True,
68,"[3, 2, 1, 2]",0,3,True,
69,"[2, 2, 1, 2]",0,2,True,3.0
70,"[2, 2, 1, 1]",3,2,False,
71,"[2, 3, 1, 3]",3,3,True,
72,"[1, 2, 3, 3]",3,2,False,
73,"[3, 2, 2, 2]",3,2,True,
74,"[1, 2, 3, 2]",3,1,False,
75,"[2, 2, 2, 1]",3,2,False,
76,"[2, 3, 3, 3]",3,3,True,
77,"[1, 1, 2, 1]",3,2,False,
78,"[1, 1, 2, 3]",3,1,False,
