trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[1, 2, 3, 2]",1,1,False,
2,"[2, 2, 2, 1]",1,2,True,
3,"[1, 1, 2, 2]",1,3,False,
4,"[1, 3, 1, 1]",1,3,True,
5,"[3, 1, 1, 3]",1,1,True,
6,"[1, 2, 2, 3]",1,2,True,
7,"[1, 3, 3, 3]",1,3,True,
8,"[3, 1, 3, 3]",1,3,False,
9,"[2, 1, 1, 1]",1,1,True,
10,"[3, 1, 1, 1]",1,1,True,
11,"[3, 3, 2, 1]",1,2,False,
12,"[2, 2, 2, 3]",1,2,True,
13,"[3, 1, 2, 1]",1,2,False,
14,"[3, 3, 1, 1]",1,3,True,
15,"[3, 2, 1, 3]",1,3,False,
16,"[3, 3, 3, 2]",1,3,True,
17,"[1, 3, 2, 3]",1,3,True,
18,"[1, 2, 2, 2]",1,1,False,
19,"[2, 1, 2, 1]",1,2,False,
20,"[1, 3, 1, 2]",1,3,True,
21,"[2, 2, 3, 2]",1,2,True,
22,"[3, 3, 2, 2]",1,3,True,
23,"[3, 1, 2, 3]",1,1,True,
24,"[1, 2, 1, 1]",1,2,True,
25,"[2, 3, 2, 2]",1,3,True,
26,"[2, 1, 2, 2]",1,1,True,
27,"[3, 3, 2, 3]",1,3,True,
28,"[1, 2, 1, 2]",1,2,True,
29,"[2, 1, 1, 2]",1,1,True,1.0
30,"[3, 2, 2, 2]",2,3,False,
31,"[2, 1, 3, 3]",2,1,False,
32,"[2, 3, 2, 1]",2,3,False,
33,"[2, 1, 1, 3]",2,1,True,
34,"[3, 2, 2, 3]",2,2,True,
35,"[1, 1, 3, 3]",2,3,True,
36,"[3, 3, 3, 1]",2,3,True,
37,"[3, 1, 3, 2]",2,3,True,
38,"[3, 2, 3, 2]",2,3,True,
39,"[2, 3, 3, 3]",2,3,True,
40,"[1, 1, 3, 2]",2,3,True,
41,"[3, 1, 2, 2]",2,2,True,
42,"[2, 3, 3, 1]",2,2,False,
43,"[3, 1, 1, 2]",2,1,True,
44,"[1, 3, 3, 1]",2,3,True,
45,"[1, 1, 1, 2]",2,1,True,
46,"[2, 2, 1, 3]",2,2,False,
47,"[3, 1, 3, 1]",2,3,True,
48,"[2, 1, 3, 2]",2,3,True,
49,"[2, 2, 3, 3]",2,3,True,
50,"[2, 3, 1, 2]",2,1,True,
51,"[3, 2, 2, 1]",2,2,True,
52,"[1, 2, 3, 1]",2,3,True,
53,"[1, 2, 1, 3]",2,1,True,
54,"[2, 3, 1, 3]",2,1,True,
55,"[2, 3, 2, 3]",2,2,True,
56,"[3, 2, 1, 2]",2,1,True,2.0
57,"[2, 3, 1, 1]",3,1,True,
58,"[1, 1, 3, 1]",3,3,False,
59,"[3, 2, 1, 1]",3,1,True,
60,"[2, 1, 3, 1]",3,3,False,
61,"[2, 2, 3, 1]",3,2,False,
62,"[3, 3, 1, 3]",3,1,False,
63,"[3, 3, 1, 2]",3,3,False,
64,"[3, 2, 3, 1]",3,3,False,
65,"[1, 1, 1, 3]",3,1,False,
66,"[2, 2, 1, 2]",3,2,True,
67,"[1, 3, 3, 2]",3,3,False,
68,"[1, 3, 2, 1]",3,1,True,
69,"[1, 1, 2, 1]",3,1,True,
70,"[1, 1, 2, 3]",3,1,False,
71,"[2, 1, 2, 3]",3,2,False,
72,"[1, 2, 2, 1]",3,2,False,
73,"[2, 2, 1, 1]",3,2,False,
