trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[1, 1, 2, 3]",3,2,False,
2,"[2, 3, 2, 3]",3,2,False,
3,"[1, 2, 1, 2]",3,1,False,
4,"[3, 3, 2, 2]",3,3,False,
5,"[3, 2, 3, 1]",3,3,False,
6,"[2, 2, 1, 2]",3,1,False,
7,"[1, 3, 1, 2]",3,3,False,
8,"[1, 3, 1, 1]",3,3,False,
9,"[3, 3, 3, 1]",3,1,True,
10,"[2, 3, 3, 3]",3,3,True,
11,"[2, 1, 3, 2]",3,2,True,
12,"[2, 1, 2, 1]",3,1,True,
13,"[2, 3, 3, 2]",3,2,True,
14,"[3, 2, 2, 1]",3,2,False,
15,"[2, 2, 3, 3]",3,3,True,
16,"[3, 1, 2, 3]",3,3,True,
17,"[1, 2, 2, 2]",3,2,True,
18,"[2, 2, 3, 1]",3,1,True,
19,"[3, 1, 1, 2]",3,2,True,
20,"[3, 3, 2, 1]",3,1,True,
21,"[3, 1, 2, 2]",3,2,True,
22,"[2, 3, 2, 1]",3,1,True,
23,"[3, 1, 3, 2]",3,2,True,
24,"[1, 2, 3, 3]",3,3,True,1.0
25,"[2, 3, 1, 3]",2,3,False,
26,"[3, 2, 1, 1]",2,1,True,
27,"[3, 1, 3, 1]",2,1,False,
28,"[2, 1, 2, 2]",2,2,True,
29,"[2, 1, 1, 3]",2,3,False,
30,"[1, 2, 3, 2]",2,2,False,
31,"[3, 1, 1, 1]",2,1,True,
32,"[3, 3, 1, 2]",2,2,False,
33,"[2, 3, 1, 1]",2,1,True,
34,"[2, 3, 1, 2]",2,2,False,
35,"[2, 2, 1, 3]",2,3,False,
36,"[1, 1, 2, 2]",2,2,True,
37,"[3, 3, 1, 3]",2,3,False,
38,"[2, 3, 2, 2]",2,2,True,
39,"[3, 2, 1, 2]",2,2,False,
40,"[2, 1, 3, 1]",2,1,False,
41,"[1, 3, 3, 3]",2,3,True,
42,"[1, 1, 2, 1]",2,1,False,
43,"[1, 2, 1, 3]",2,1,True,
44,"[3, 1, 3, 3]",2,3,True,
45,"[2, 2, 2, 1]",2,2,True,
46,"[3, 1, 2, 1]",2,3,False,
47,"[2, 1, 1, 1]",2,1,True,
48,"[2, 2, 1, 1]",2,1,True,
49,"[2, 2, 3, 2]",2,2,False,
50,"[2, 1, 2, 3]",2,2,True,
51,"[1, 1, 3, 2]",2,3,True,
52,"[1, 3, 2, 1]",2,2,True,
53,"[2, 3, 3, 1]",2,3,True,
54,"[3, 3, 2, 3]",2,2,True,
55,"[2, 2, 2, 3]",2,2,True,
56,"[1, 3, 2, 2]",2,2,True,
57,"[3, 2, 2, 3]",2,2,True,
58,"[3, 2, 3, 3]",2,3,True,
59,"[1, 3, 3, 2]",2,3,True,2.0
60,"[1, 3, 1, 3]",1,1,False,
61,"[3, 2, 1, 3]",1,1,False,
62,"[2, 1, 1, 2]",1,1,True,
63,"[3, 2, 2, 2]",1,2,True,
64,"[1, 1, 3, 3]",1,3,False,
65,"[1, 2, 1, 1]",1,2,True,
66,"[2, 1, 3, 3]",1,3,False,
67,"[1, 2, 2, 1]",1,2,True,
68,"[3, 2, 3, 2]",1,3,False,
69,"[3, 3, 3, 2]",1,3,True,
70,"[1, 1, 1, 3]",1,1,True,
71,"[3, 1, 1, 3]",1,1,True,
72,"[1, 1, 3, 1]",1,3,False,
73,"[3, 3, 1, 1]",1,3,True,
74,"[1, 3, 3, 1]",1,3,True,
75,"[1, 2, 3, 1]",1,2,True,
76,"[1, 1, 1, 2]",1,1,True,
77,"[1, 3, 2, 3]",1,3,True,
78,"[1, 2, 2, 3]",1,2,True,
79,"[1, 1, 2, 3]",1,1,True,
80,"[2, 3, 2, 3]",1,3,True,
81,"[1, 2, 1, 2]",1,2,True,
82,"[3, 3, 2, 2]",1,3,True,3.0
83,"[3, 2, 3, 1]",0,2,False,
84,"[2, 2, 1, 2]",0,2,True,
85,"[1, 3, 1, 2]",0,3,False,
86,"[1, 3, 1, 1]",0,1,True,
87,"[3, 3, 3, 1]",0,3,True,
88,"[2, 3, 3, 3]",0,3,False,
89,"[2, 1, 3, 2]",0,2,True,
90,"[2, 1, 2, 1]",0,2,True,
91,"[2, 3, 3, 2]",0,2,True,
92,"[3, 2, 2, 1]",0,3,True,
93,"[2, 2, 3, 3]",0,2,True,
94,"[3, 1, 2, 3]",0,3,True,
95,"[1, 2, 2, 2]",0,1,True,
96,"[2, 2, 3, 1]",0,2,True,
97,"[3, 1, 1, 2]",0,3,True,
98,"[3, 3, 2, 1]",0,3,True,4.0
99,"[3, 1, 2, 2]",3,3,False,
100,"[2, 3, 2, 1]",3,2,False,
101,"[3, 1, 3, 2]",3,2,True,
102,"[1, 2, 3, 3]",3,3,True,
103,"[2, 3, 1, 3]",3,3,True,
104,"[3, 2, 1, 1]",3,1,True,
105,"[3, 1, 3, 1]",3,1,True,
106,"[2, 1, 2, 2]",3,2,True,
107,"[2, 1, 1, 3]",3,3,True,
108,"[1, 2, 3, 2]",3,2,True,
109,"[3, 1, 1, 1]",3,1,True,
110,"[3, 3, 1, 2]",3,2,True,5.0
