trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 1, 3, 1]",0,2,False,
2,"[3, 1, 2, 3]",0,1,False,
3,"[3, 3, 1, 3]",0,1,False,
4,"[2, 3, 3, 1]",0,1,False,
5,"[3, 3, 3, 2]",0,3,True,
6,"[2, 3, 2, 3]",0,3,False,
7,"[3, 2, 3, 1]",0,2,False,
8,"[1, 3, 3, 3]",0,3,False,
9,"[2, 1, 3, 2]",0,1,False,
10,"[3, 2, 1, 1]",0,1,False,
11,"[3, 1, 2, 2]",0,1,False,
12,"[3, 2, 1, 2]",0,3,True,
13,"[3, 3, 2, 3]",0,1,False,
14,"[1, 1, 3, 2]",0,3,False,
15,"[3, 3, 1, 2]",0,3,True,
16,"[2, 2, 3, 1]",0,2,True,
17,"[2, 1, 1, 1]",0,1,False,
18,"[3, 2, 1, 3]",0,3,True,
19,"[1, 1, 1, 2]",0,2,False,
20,"[2, 2, 1, 3]",0,3,False,
21,"[2, 2, 1, 2]",0,3,False,
22,"[1, 1, 2, 2]",0,3,False,
23,"[1, 3, 3, 2]",0,2,False,
24,"[1, 1, 3, 1]",0,2,False,
25,"[2, 3, 3, 3]",0,3,False,
26,"[3, 2, 2, 2]",0,2,False,
27,"[3, 2, 2, 1]",0,1,False,
28,"[2, 2, 1, 1]",0,2,True,
29,"[3, 3, 3, 1]",0,3,True,
30,"[3, 1, 1, 2]",0,1,False,
31,"[2, 3, 2, 2]",0,3,False,
32,"[2, 3, 1, 1]",0,1,False,
33,"[1, 1, 2, 1]",0,1,True,
34,"[1, 2, 3, 2]",0,3,False,
35,"[1, 1, 2, 3]",0,1,True,
36,"[1, 2, 3, 3]",0,1,True,
37,"[3, 1, 1, 3]",0,3,True,
38,"[3, 1, 1, 1]",0,3,True,
39,"[3, 3, 2, 2]",0,3,True,
40,"[2, 3, 2, 1]",0,2,True,
41,"[1, 3, 2, 1]",0,1,True,
42,"[2, 3, 3, 2]",0,2,True,
43,"[3, 3, 2, 1]",0,3,True,
44,"[2, 2, 2, 3]",0,2,True,1.0
