trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[2, 1, 3, 3]",1,2,False,
2,"[3, 3, 1, 3]",1,3,True,
3,"[2, 2, 1, 1]",1,2,True,
4,"[2, 3, 2, 1]",1,2,False,
5,"[1, 2, 3, 2]",1,2,True,
6,"[2, 2, 2, 1]",1,2,True,
7,"[2, 2, 3, 3]",1,2,True,
8,"[2, 1, 2, 2]",1,2,False,
9,"[1, 2, 3, 1]",1,2,True,
10,"[1, 3, 2, 3]",1,2,False,
11,"[2, 3, 3, 1]",1,3,True,
12,"[2, 3, 3, 2]",1,3,True,
13,"[1, 3, 1, 3]",1,1,False,
14,"[1, 1, 2, 2]",1,1,True,
15,"[2, 3, 2, 2]",1,3,True,
16,"[2, 2, 1, 3]",1,2,True,
17,"[3, 1, 1, 1]",1,1,True,
18,"[1, 3, 1, 2]",1,3,True,
19,"[3, 1, 3, 1]",1,1,True,
20,"[1, 1, 2, 1]",1,1,True,
21,"[3, 3, 2, 2]",1,3,True,
22,"[1, 1, 3, 2]",1,1,True,
23,"[3, 1, 1, 3]",1,1,True,1.0
24,"[2, 3, 1, 3]",0,3,False,
25,"[3, 2, 3, 2]",0,2,False,
26,"[2, 3, 1, 1]",0,2,True,
27,"[1, 1, 1, 2]",0,1,True,
28,"[3, 2, 2, 2]",0,2,False,
29,"[2, 3, 1, 2]",0,2,True,
30,"[3, 3, 3, 1]",0,3,True,
31,"[3, 2, 2, 1]",0,3,True,
32,"[2, 2, 3, 1]",0,2,True,
33,"[2, 1, 1, 3]",0,1,False,
34,"[2, 2, 2, 3]",0,2,True,
35,"[3, 1, 3, 3]",0,3,True,
36,"[2, 1, 3, 2]",0,2,True,
37,"[1, 2, 2, 1]",0,1,True,
38,"[1, 3, 1, 1]",0,1,True,
39,"[1, 3, 2, 1]",0,1,True,
40,"[1, 1, 2, 3]",0,1,True,
41,"[2, 1, 3, 1]",0,2,True,
42,"[3, 2, 3, 1]",0,3,True,
43,"[3, 3, 2, 3]",0,3,True,2.0
44,"[3, 2, 1, 3]",3,3,True,
45,"[3, 3, 2, 1]",3,3,False,
46,"[1, 1, 3, 1]",3,1,True,
47,"[1, 2, 2, 3]",3,1,False,
48,"[2, 1, 2, 3]",3,1,False,
49,"[3, 3, 1, 1]",3,1,True,
50,"[2, 3, 2, 3]",3,2,False,
51,"[1, 2, 1, 2]",3,1,False,
52,"[3, 1, 1, 2]",3,1,False,
53,"[3, 1, 2, 1]",3,2,False,
54,"[1, 3, 3, 1]",3,3,False,
55,"[1, 1, 1, 3]",3,3,True,
56,"[1, 2, 1, 1]",3,1,True,
57,"[2, 1, 1, 2]",3,2,True,
58,"[2, 2, 1, 2]",3,2,True,
59,"[3, 1, 2, 2]",3,2,True,
60,"[1, 3, 3, 2]",3,2,True,
61,"[3, 1, 2, 3]",3,3,True,
62,"[3, 3, 3, 2]",3,2,True,
63,"[1, 2, 2, 2]",3,2,True,
64,"[1, 1, 3, 3]",3,3,True,3.0
65,"[3, 2, 1, 1]",2,1,True,
66,"[3, 1, 3, 2]",2,2,False,
67,"[2, 1, 2, 1]",2,1,False,
68,"[2, 3, 3, 3]",2,3,True,
69,"[3, 2, 1, 2]",2,2,False,
70,"[3, 2, 3, 3]",2,3,True,
71,"[3, 2, 2, 3]",2,3,False,
72,"[1, 3, 3, 3]",2,3,True,
73,"[1, 3, 2, 2]",2,3,False,
74,"[1, 2, 3, 3]",2,3,True,
75,"[2, 1, 1, 1]",2,1,True,
76,"[3, 3, 1, 2]",2,1,True,
77,"[2, 2, 3, 2]",2,3,True,
78,"[1, 2, 1, 3]",2,1,True,
79,"[2, 1, 3, 3]",2,3,True,
80,"[3, 3, 1, 3]",2,1,True,
81,"[2, 2, 1, 1]",2,1,True,
82,"[2, 3, 2, 1]",2,3,False,
83,"[1, 2, 3, 2]",2,3,True,
84,"[2, 2, 2, 1]",2,2,True,
85,"[2, 2, 3, 3]",2,3,True,
86,"[2, 1, 2, 2]",2,2,True,
87,"[1, 2, 3, 1]",2,3,True,
88,"[1, 3, 2, 3]",2,2,True,
89,"[2, 3, 3, 1]",2,3,True,
90,"[2, 3, 3, 2]",2,3,True,
91,"[1, 3, 1, 3]",2,1,True,
92,"[1, 1, 2, 2]",2,2,True,4.0
93,"[2, 3, 2, 2]",1,2,False,
94,"[2, 2, 1, 3]",1,1,False,
95,"[3, 1, 1, 1]",1,3,False,
96,"[1, 3, 1, 2]",1,2,False,
97,"[3, 1, 3, 1]",1,3,False,
98,"[1, 1, 2, 1]",1,2,False,
99,"[3, 3, 2, 2]",1,2,False,
100,"[1, 1, 3, 2]",1,1,True,
101,"[3, 1, 1, 3]",1,1,True,
102,"[2, 3, 1, 3]",1,3,True,
103,"[3, 2, 3, 2]",1,2,True,
104,"[2, 3, 1, 1]",1,3,True,
105,"[1, 1, 1, 2]",1,1,True,
106,"[3, 2, 2, 2]",1,2,True,
107,"[2, 3, 1, 2]",1,3,True,
108,"[3, 3, 3, 1]",1,3,True,
109,"[3, 2, 2, 1]",1,2,True,5.0
