trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 3, 1, 2]",2,3,False,
2,"[1, 1, 2, 2]",2,2,True,
3,"[2, 1, 2, 1]",2,2,True,
4,"[2, 1, 1, 2]",2,1,True,
5,"[1, 2, 2, 3]",2,2,True,
6,"[2, 1, 1, 1]",2,1,True,
7,"[3, 1, 3, 1]",2,3,True,
8,"[3, 1, 2, 2]",2,2,True,
9,"[2, 2, 1, 3]",2,1,True,
10,"[1, 2, 2, 2]",2,2,True,
11,"[1, 3, 1, 2]",2,1,True,1.0
12,"[2, 3, 1, 3]",3,1,False,
13,"[1, 1, 3, 3]",3,3,True,
14,"[2, 3, 2, 3]",3,2,False,
15,"[2, 3, 2, 1]",3,3,False,
16,"[3, 3, 3, 1]",3,3,False,
17,"[3, 1, 3, 2]",3,1,False,
18,"[3, 2, 1, 1]",3,1,True,
19,"[2, 1, 1, 3]",3,1,False,
20,"[3, 1, 1, 2]",3,3,False,
21,"[1, 3, 3, 1]",3,3,False,
22,"[2, 3, 2, 2]",3,2,True,
23,"[2, 1, 2, 2]",3,2,True,
24,"[1, 1, 2, 3]",3,2,False,
25,"[2, 1, 2, 3]",3,2,False,
26,"[2, 3, 3, 3]",3,3,True,
27,"[1, 2, 2, 1]",3,2,False,
28,"[1, 2, 1, 2]",3,1,False,
29,"[1, 3, 2, 3]",3,3,True,
30,"[1, 2, 1, 1]",3,2,False,
31,"[3, 2, 2, 1]",3,2,False,
32,"[3, 3, 1, 3]",3,3,True,
33,"[2, 2, 3, 1]",3,2,False,
34,"[1, 3, 2, 1]",3,3,False,
35,"[2, 1, 3, 2]",3,3,False,
36,"[2, 3, 3, 1]",3,2,False,
37,"[1, 2, 3, 2]",3,1,False,
38,"[1, 3, 1, 1]",3,3,False,
39,"[1, 3, 3, 2]",3,3,False,
40,"[3, 2, 1, 3]",3,3,True,
41,"[3, 2, 3, 3]",3,3,True,
42,"[3, 1, 1, 1]",3,3,False,
43,"[1, 3, 3, 3]",3,3,True,
44,"[1, 1, 1, 3]",3,1,False,
45,"[3, 1, 3, 3]",3,3,True,
46,"[1, 1, 2, 1]",3,2,False,
47,"[2, 2, 1, 1]",3,2,False,
48,"[1, 2, 3, 1]",3,1,True,
49,"[3, 2, 3, 2]",3,2,True,
50,"[2, 2, 1, 2]",3,2,True,
51,"[2, 1, 3, 1]",3,2,False,
52,"[2, 1, 3, 3]",3,1,False,
53,"[1, 2, 3, 3]",3,1,False,
54,"[2, 3, 3, 2]",3,3,False,
55,"[1, 1, 1, 2]",3,1,False,
56,"[3, 2, 3, 1]",3,3,False,
57,"[1, 3, 1, 3]",3,3,True,
58,"[3, 2, 2, 2]",3,2,True,
59,"[3, 2, 2, 3]",3,2,False,
60,"[3, 3, 3, 2]",3,3,False,
61,"[2, 3, 1, 1]",3,3,False,
62,"[2, 3, 1, 2]",3,1,False,
63,"[1, 2, 1, 3]",3,1,False,
64,"[2, 2, 3, 2]",3,2,True,
65,"[3, 1, 2, 1]",3,3,False,
66,"[2, 2, 3, 3]",3,2,False,
67,"[1, 3, 2, 2]",3,3,False,
68,"[3, 3, 2, 1]",3,3,False,
69,"[1, 1, 3, 1]",3,1,True,
70,"[1, 1, 3, 2]",3,1,False,
71,"[3, 2, 1, 2]",3,3,False,
72,"[3, 1, 1, 3]",3,1,False,
73,"[2, 2, 2, 3]",3,2,False,
74,"[3, 1, 2, 3]",3,3,True,
75,"[2, 2, 2, 1]",3,2,False,
76,"[3, 3, 1, 1]",3,3,False,
77,"[3, 3, 2, 3]",3,3,True,
78,"[3, 3, 2, 2]",3,3,False,
79,"[3, 3, 1, 2]",3,3,False,
80,"[1, 1, 2, 2]",3,2,True,
81,"[2, 1, 2, 1]",3,2,False,
82,"[2, 1, 1, 2]",3,1,False,
83,"[1, 2, 2, 3]",3,1,False,
84,"[2, 1, 1, 1]",3,1,True,
85,"[3, 1, 3, 1]",3,3,False,
86,"[3, 1, 2, 2]",3,2,True,
87,"[2, 2, 1, 3]",3,3,True,
88,"[1, 2, 2, 2]",3,2,True,
89,"[1, 3, 1, 2]",3,2,True,
90,"[2, 3, 1, 3]",3,3,True,
91,"[1, 1, 3, 3]",3,3,True,
92,"[2, 3, 2, 3]",3,3,True,
93,"[2, 3, 2, 1]",3,1,True,
94,"[3, 3, 3, 1]",3,1,True,
95,"[3, 1, 3, 2]",3,2,True,2.0
96,"[3, 2, 1, 1]",0,1,False,
97,"[2, 1, 1, 3]",0,3,False,
