trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 3, 2, 1]",0,3,True,
2,"[3, 3, 2, 3]",0,3,True,
3,"[1, 3, 3, 3]",0,3,False,
4,"[1, 3, 1, 2]",0,1,True,
5,"[1, 1, 2, 1]",0,1,True,
6,"[3, 2, 2, 1]",0,3,True,
7,"[1, 1, 1, 2]",0,1,True,
8,"[2, 1, 3, 2]",0,2,True,
9,"[1, 2, 1, 1]",0,1,True,
10,"[3, 2, 3, 2]",0,3,True,
11,"[3, 2, 1, 3]",0,3,True,
12,"[2, 2, 3, 3]",0,2,True,
13,"[2, 1, 1, 1]",0,2,True,1.0
14,"[2, 3, 3, 1]",3,2,False,
15,"[2, 1, 2, 3]",3,2,False,
16,"[1, 2, 2, 2]",3,1,False,
17,"[1, 1, 1, 3]",3,1,False,
18,"[2, 3, 3, 3]",3,3,True,
19,"[1, 3, 1, 3]",3,3,True,
20,"[3, 1, 3, 2]",3,1,False,
21,"[2, 2, 1, 1]",3,2,False,
22,"[2, 1, 1, 2]",3,2,True,
23,"[1, 1, 2, 3]",3,1,False,
24,"[1, 3, 2, 1]",3,3,False,
25,"[1, 2, 1, 3]",3,1,False,
26,"[3, 1, 3, 3]",3,3,True,
27,"[3, 3, 1, 1]",3,3,False,
28,"[3, 2, 2, 2]",3,3,False,
29,"[2, 3, 2, 3]",3,3,True,
30,"[3, 1, 1, 2]",3,1,False,
31,"[2, 1, 3, 1]",3,2,False,
32,"[1, 2, 3, 3]",3,3,True,
33,"[2, 2, 3, 2]",3,3,False,
34,"[2, 3, 2, 2]",3,2,True,
35,"[1, 3, 3, 1]",3,3,False,
36,"[3, 3, 2, 2]",3,3,False,
37,"[1, 1, 3, 1]",3,1,True,
38,"[1, 1, 3, 2]",3,1,False,
39,"[2, 1, 1, 3]",3,1,False,
40,"[3, 2, 3, 3]",3,3,True,
41,"[1, 1, 2, 2]",3,1,False,
42,"[3, 2, 2, 3]",3,3,True,
43,"[2, 3, 3, 2]",3,2,True,
44,"[3, 1, 1, 3]",3,3,True,
45,"[3, 3, 1, 2]",3,3,False,
46,"[2, 1, 2, 2]",3,2,True,
47,"[3, 3, 3, 2]",3,3,False,
48,"[3, 1, 1, 1]",3,1,True,
49,"[3, 3, 1, 3]",3,3,True,
50,"[1, 2, 2, 3]",3,1,False,
