trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[2, 3, 2, 1]",0,2,True,
2,"[3, 3, 3, 1]",0,3,True,
3,"[1, 2, 1, 3]",0,1,True,
4,"[1, 1, 3, 3]",0,3,False,
5,"[3, 1, 2, 3]",0,2,False,
6,"[2, 3, 3, 3]",0,3,False,
7,"[3, 2, 2, 3]",0,2,False,
8,"[1, 2, 1, 2]",0,1,True,
9,"[3, 1, 1, 3]",0,1,False,
10,"[1, 3, 2, 2]",0,2,False,
11,"[1, 2, 3, 1]",0,3,False,
12,"[1, 2, 3, 3]",0,3,False,
13,"[1, 3, 2, 3]",0,3,False,
14,"[3, 3, 2, 3]",0,2,False,
15,"[3, 2, 3, 3]",0,3,True,
16,"[1, 2, 2, 2]",0,2,False,
17,"[2, 3, 1, 3]",0,1,False,
18,"[3, 2, 1, 3]",0,1,False,
19,"[3, 1, 2, 2]",0,2,False,
20,"[2, 1, 3, 3]",0,3,False,
21,"[1, 1, 1, 2]",0,1,True,
22,"[2, 2, 2, 1]",0,2,True,
23,"[2, 2, 1, 2]",0,2,True,
24,"[3, 3, 1, 3]",0,3,True,
25,"[2, 1, 2, 1]",0,2,True,
26,"[2, 2, 2, 3]",0,2,True,
27,"[1, 2, 2, 3]",0,2,False,
28,"[1, 3, 3, 3]",0,3,False,
29,"[2, 2, 1, 3]",0,2,True,
30,"[1, 1, 2, 1]",0,1,True,
31,"[3, 1, 3, 2]",0,1,False,
32,"[3, 2, 1, 1]",0,2,False,
33,"[3, 2, 2, 2]",0,2,False,
34,"[3, 1, 1, 2]",0,1,False,
35,"[2, 1, 2, 2]",0,2,True,
36,"[2, 3, 2, 2]",0,3,False,
37,"[2, 1, 3, 1]",0,1,False,
38,"[3, 1, 2, 1]",0,2,False,
39,"[3, 1, 1, 1]",0,1,False,
40,"[3, 3, 1, 1]",0,3,True,
41,"[2, 3, 2, 3]",0,3,False,
42,"[3, 3, 2, 1]",0,3,True,
43,"[1, 2, 3, 2]",0,1,True,
44,"[3, 1, 3, 1]",0,3,True,
45,"[2, 3, 3, 2]",0,3,False,
46,"[2, 2, 3, 2]",0,2,True,
47,"[3, 2, 3, 1]",0,3,True,
48,"[2, 1, 1, 2]",0,2,True,
49,"[1, 3, 1, 1]",0,1,True,
50,"[2, 3, 3, 1]",0,2,True,
51,"[1, 3, 3, 2]",0,1,True,
52,"[3, 1, 3, 3]",0,3,True,
53,"[3, 2, 3, 2]",0,2,False,
54,"[3, 3, 1, 2]",0,3,True,
55,"[2, 1, 1, 3]",0,2,True,
56,"[2, 2, 3, 1]",0,2,True,
57,"[1, 2, 1, 1]",0,1,True,
58,"[1, 1, 3, 2]",0,1,True,
59,"[2, 1, 1, 1]",0,2,True,
60,"[2, 3, 1, 2]",0,2,True,
61,"[1, 1, 2, 3]",0,1,True,
62,"[1, 2, 2, 1]",0,1,True,
63,"[1, 3, 3, 1]",0,1,True,1.0
64,"[3, 2, 2, 1]",3,3,False,
65,"[2, 2, 1, 1]",3,2,False,
66,"[1, 3, 2, 1]",3,1,True,
67,"[3, 3, 2, 2]",3,3,False,
68,"[3, 3, 3, 2]",3,3,False,
69,"[1, 1, 3, 1]",3,1,True,
70,"[1, 3, 1, 2]",3,1,False,
71,"[2, 1, 3, 2]",3,2,True,
72,"[1, 1, 2, 2]",3,1,False,
73,"[1, 3, 1, 3]",3,1,False,
74,"[2, 2, 3, 3]",3,2,False,
75,"[3, 2, 1, 2]",3,1,False,
76,"[2, 1, 2, 3]",3,2,False,
77,"[1, 1, 1, 3]",3,1,False,
78,"[2, 3, 1, 1]",3,3,False,
79,"[2, 3, 2, 1]",3,2,False,
80,"[3, 3, 3, 1]",3,3,False,
81,"[1, 2, 1, 3]",3,1,False,
82,"[1, 1, 3, 3]",3,3,True,
83,"[3, 1, 2, 3]",3,2,False,
84,"[2, 3, 3, 3]",3,3,True,
85,"[3, 2, 2, 3]",3,2,False,
86,"[1, 2, 1, 2]",3,1,False,
87,"[3, 1, 1, 3]",3,1,False,
88,"[1, 3, 2, 2]",3,3,False,
89,"[1, 2, 3, 1]",3,1,True,
90,"[1, 2, 3, 3]",3,1,False,
91,"[1, 3, 2, 3]",3,3,True,
92,"[3, 3, 2, 3]",3,3,True,
93,"[3, 2, 3, 3]",3,3,True,
94,"[1, 2, 2, 2]",3,2,True,
95,"[2, 3, 1, 3]",3,3,True,
96,"[3, 2, 1, 3]",3,3,True,
97,"[3, 1, 2, 2]",3,2,True,
98,"[2, 1, 3, 3]",3,3,True,
99,"[1, 1, 1, 2]",3,2,True,
100,"[2, 2, 2, 1]",3,1,True,2.0
101,"[2, 2, 1, 2]",2,2,False,
102,"[3, 3, 1, 3]",2,3,False,
103,"[2, 1, 2, 1]",2,1,False,
104,"[2, 2, 2, 3]",2,2,True,
105,"[1, 2, 2, 3]",2,2,True,
106,"[1, 3, 3, 3]",2,3,True,
107,"[2, 2, 1, 3]",2,2,False,
108,"[1, 1, 2, 1]",2,1,False,
109,"[3, 1, 3, 2]",2,3,True,
110,"[3, 2, 1, 1]",2,1,True,
111,"[3, 2, 2, 2]",2,2,True,
112,"[3, 1, 1, 2]",2,1,True,
113,"[2, 1, 2, 2]",2,2,True,
114,"[2, 3, 2, 2]",2,2,True,
115,"[2, 1, 3, 1]",2,2,False,
116,"[3, 1, 2, 1]",2,2,True,
117,"[3, 1, 1, 1]",2,1,True,
118,"[3, 3, 1, 1]",2,1,True,
119,"[2, 3, 2, 3]",2,2,True,
120,"[3, 3, 2, 1]",2,2,True,
121,"[1, 2, 3, 2]",2,1,False,
122,"[3, 1, 3, 1]",2,3,True,
123,"[2, 3, 3, 2]",2,2,False,
124,"[2, 2, 3, 2]",2,2,False,
125,"[3, 2, 3, 1]",2,3,True,
126,"[2, 1, 1, 2]",2,1,True,
127,"[1, 3, 1, 1]",2,1,True,
128,"[2, 3, 3, 1]",2,2,False,
129,"[1, 3, 3, 2]",2,1,False,
130,"[3, 1, 3, 3]",2,3,True,
131,"[3, 2, 3, 2]",2,3,True,
132,"[3, 3, 1, 2]",2,1,True,
133,"[2, 1, 1, 3]",2,1,True,
134,"[2, 2, 3, 1]",2,2,False,
135,"[1, 2, 1, 1]",2,1,True,
