trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 1, 3, 3]",1,3,False,
2,"[3, 1, 2, 2]",1,2,False,
3,"[3, 3, 1, 2]",1,1,False,
4,"[3, 3, 1, 3]",1,3,True,
5,"[2, 1, 1, 3]",1,1,True,
6,"[3, 1, 2, 3]",1,2,False,
7,"[3, 3, 2, 2]",1,3,True,
8,"[3, 2, 1, 3]",1,3,False,
9,"[2, 1, 1, 1]",1,1,True,
10,"[1, 2, 1, 2]",1,1,False,
11,"[2, 3, 1, 2]",1,1,False,
12,"[1, 2, 1, 1]",1,1,False,
13,"[2, 2, 3, 3]",1,2,True,
14,"[2, 3, 3, 3]",1,3,True,
15,"[1, 3, 3, 2]",1,3,True,
16,"[3, 2, 1, 1]",1,2,True,
17,"[3, 2, 3, 2]",1,2,True,
18,"[3, 2, 3, 3]",1,2,True,
19,"[2, 2, 3, 1]",1,2,True,
20,"[1, 3, 2, 1]",1,3,True,
21,"[2, 1, 2, 3]",1,1,True,
22,"[1, 1, 3, 1]",1,1,True,1.0
23,"[2, 2, 2, 3]",0,2,True,
24,"[1, 1, 1, 2]",0,1,True,
25,"[2, 1, 2, 2]",0,1,False,
26,"[2, 1, 2, 1]",0,1,False,
27,"[3, 3, 2, 1]",0,3,True,
28,"[2, 2, 2, 1]",0,2,True,
29,"[3, 3, 2, 3]",0,3,True,
30,"[1, 2, 2, 2]",0,2,False,
31,"[3, 1, 1, 2]",0,1,False,
32,"[1, 1, 2, 2]",0,2,False,
33,"[1, 2, 3, 3]",0,3,False,
34,"[1, 2, 2, 3]",0,2,False,
35,"[3, 3, 3, 1]",0,3,True,
36,"[3, 2, 2, 3]",0,3,True,
37,"[1, 3, 1, 2]",0,1,True,
38,"[1, 3, 2, 2]",0,1,True,
39,"[2, 1, 3, 2]",0,2,True,
40,"[1, 1, 2, 3]",0,1,True,
41,"[2, 1, 3, 3]",0,2,True,
42,"[3, 2, 1, 2]",0,3,True,
43,"[3, 1, 1, 1]",0,3,True,
44,"[2, 1, 1, 2]",0,2,True,2.0
45,"[1, 3, 3, 1]",3,1,True,
46,"[3, 3, 3, 2]",3,3,False,
47,"[2, 1, 3, 1]",3,3,False,
48,"[3, 1, 3, 2]",3,3,False,
49,"[3, 2, 3, 1]",3,2,False,
50,"[1, 1, 3, 2]",3,1,False,
51,"[3, 1, 3, 1]",3,3,False,
52,"[1, 1, 3, 3]",3,1,False,
53,"[2, 3, 3, 2]",3,3,False,
54,"[1, 2, 2, 1]",3,2,False,
55,"[3, 2, 2, 1]",3,2,False,
56,"[2, 2, 1, 3]",3,3,True,
57,"[3, 1, 1, 3]",3,3,True,
58,"[2, 2, 1, 2]",3,2,True,
59,"[2, 2, 1, 1]",3,1,True,
60,"[2, 3, 2, 3]",3,3,True,
61,"[1, 3, 2, 3]",3,3,True,
62,"[2, 3, 1, 3]",3,3,True,
63,"[3, 1, 2, 1]",3,1,True,
64,"[2, 3, 2, 1]",3,1,True,
65,"[2, 3, 2, 2]",3,2,True,3.0
66,"[1, 3, 3, 3]",2,3,True,
67,"[1, 1, 2, 1]",2,1,False,
68,"[1, 2, 3, 1]",2,1,False,
69,"[2, 3, 1, 1]",2,1,True,
70,"[3, 2, 2, 2]",2,2,True,
71,"[1, 1, 1, 3]",2,1,True,
72,"[2, 3, 3, 1]",2,3,True,
73,"[3, 3, 1, 1]",2,1,True,
74,"[1, 3, 1, 1]",2,1,True,
75,"[1, 2, 1, 3]",2,1,True,
76,"[1, 3, 1, 3]",2,1,True,
77,"[1, 2, 3, 2]",2,3,True,
78,"[2, 2, 3, 2]",2,3,True,4.0
79,"[3, 1, 3, 3]",1,3,False,
80,"[3, 1, 2, 2]",1,2,False,
81,"[3, 3, 1, 2]",1,3,True,
82,"[3, 3, 1, 3]",1,3,True,
83,"[2, 1, 1, 3]",1,2,False,
84,"[3, 1, 2, 3]",1,3,False,
85,"[3, 3, 2, 2]",1,3,True,
86,"[3, 2, 1, 3]",1,2,True,
87,"[2, 1, 1, 1]",1,1,True,
88,"[1, 2, 1, 2]",1,2,True,
89,"[2, 3, 1, 2]",1,3,True,
90,"[1, 2, 1, 1]",1,2,True,
91,"[2, 2, 3, 3]",1,2,True,
92,"[2, 3, 3, 3]",1,3,True,
93,"[1, 3, 3, 2]",1,3,True,
94,"[3, 2, 1, 1]",1,2,True,5.0
